"player","acronym","public","role","product","marketshare"
"Consejo Nacional de Energía","CNE","1","Policy","N/A","0.0"
"Consejo Nacional de Energía","CNE","1","Exploration/Production","Natural Gas","0.0"
"Consejo Nacional de Energía","CNE","1","Exploration/Production","Crude Oil","0.0"
"Consejo Nacional de Energía","CNE","1","Transformation","Natural Gas","0.0"
"Consejo Nacional de Energía","CNE","1","Transformation","Oil Derivatives","0.0"
"Consejo Nacional de Energía","CNE","1","Transformation","LPG","0.0"
"Consejo Nacional de Energía","CNE","1","Transportation","Natural Gas","0.0"
"Consejo Nacional de Energía","CNE","1","Transportation","Oil Derivatives","0.0"
"Consejo Nacional de Energía","CNE","1","Transportation","LPG","0.0"
"Consejo Nacional de Energía","CNE","1","Distribution/Final Sale","Natural Gas","0.0"
"Consejo Nacional de Energía","CNE","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Consejo Nacional de Energía","CNE","1","Distribution/Final Sale","LPG","0.0"
"Consejo Nacional de Energía","CNE","1","Imports","Natural Gas","0.0"
"Consejo Nacional de Energía","CNE","1","Imports","Crude Oil","0.0"
"Consejo Nacional de Energía","CNE","1","Imports","Oil Derivatives","0.0"
"Consejo Nacional de Energía","CNE","1","Imports","LPG","0.0"
"Consejo Nacional de Energía","CNE","1","Exports","Natural Gas","0.0"
"Consejo Nacional de Energía","CNE","1","Exports","Crude Oil","0.0"
"Consejo Nacional de Energía","CNE","1","Exports","Oil Derivatives","0.0"
"Consejo Nacional de Energía","CNE","1","Exports","LPG","0.0"
"Consejo Nacional de Energía","CNE","1","Consumption","Natural Gas","0.0"
"Consejo Nacional de Energía","CNE","1","Consumption","Oil Derivatives","0.0"
"Consejo Nacional de Energía","CNE","1","Consumption","LPG","0.0"
"Puma","","0","Transformation","Oil Derivatives","0.65"
"Puma","","0","Transformation","LPG","0.65"
"Puma","","0","Transportation","Oil Derivatives","0.35"
"Puma","","0","Distribution/Final Sale","Oil Derivatives","0.35"
"Puma","","0","Imports","Crude Oil","0.65"
"Puma","","0","Imports","Oil Derivatives","0.126"
"Puma","","0","Exports","Oil Derivatives","0.65"
"Puma","","0","Exports","LPG","0.65"
"Chevron-Texaco","","0","Transportation","Oil Derivatives","0.3"
"Chevron-Texaco","","0","Distribution/Final Sale","Oil Derivatives","0.3"
"Chevron-Texaco","","0","Imports","Oil Derivatives","0.274"
"National companies","","0","Imports","Oil Derivatives","0.19"
"Uno / Grupo Terra","","0","Transformation","Oil Derivatives","0.35"
"Uno / Grupo Terra","","0","Transformation","LPG","0.35"
"Uno / Grupo Terra","","0","Transportation","Oil Derivatives","0.26"
"Uno / Grupo Terra","","0","Distribution/Final Sale","Oil Derivatives","0.26"
"Uno / Grupo Terra","","0","Imports","Crude Oil","0.35"
"Uno / Grupo Terra","","0","Exports","Oil Derivatives","0.35"
"Uno / Grupo Terra","","0","Exports","LPG","0.35"
"Alba","","0","Transportation","Oil Derivatives","0.09"
"Alba","","0","Distribution/Final Sale","Oil Derivatives","0.09"
"Alba","","0","Imports","Oil Derivatives","0.316"
"Ministerio de Economía","MINEC","1","Regulation","N/A","0.0"
"Ministerio de Economía","MINEC","1","Exploration/Production","Natural Gas","0.0"
"Ministerio de Economía","MINEC","1","Exploration/Production","Crude Oil","0.0"
"Ministerio de Economía","MINEC","1","Transformation","Natural Gas","0.0"
"Ministerio de Economía","MINEC","1","Transformation","Oil Derivatives","0.0"
"Ministerio de Economía","MINEC","1","Transformation","LPG","0.0"
"Ministerio de Economía","MINEC","1","Transportation","Natural Gas","0.0"
"Ministerio de Economía","MINEC","1","Transportation","Oil Derivatives","0.0"
"Ministerio de Economía","MINEC","1","Transportation","LPG","0.0"
"Ministerio de Economía","MINEC","1","Distribution/Final Sale","Natural Gas","0.0"
"Ministerio de Economía","MINEC","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Ministerio de Economía","MINEC","1","Distribution/Final Sale","LPG","0.0"
"Ministerio de Economía","MINEC","1","Imports","Natural Gas","0.0"
"Ministerio de Economía","MINEC","1","Exports","Natural Gas","0.0"
"Ministerio de Economía","MINEC","1","Consumption","Natural Gas","0.0"
"Ministerio de Economía","MINEC","1","Consumption","Oil Derivatives","0.0"
"Ministerio de Economía","MINEC","1","Consumption","LPG","0.0"
"Electric Generators","","0","Imports","Oil Derivatives","0.093"
"Tomza","","0","Transportation","LPG","0.1"
"Tomza","","0","Distribution/Final Sale","LPG","0.1"
"Tomza","","0","Imports","LPG","0.1"
"Total S.A","","0","Transportation","LPG","0.11"
"Total S.A","","0","Distribution/Final Sale","LPG","0.11"
"Total S.A","","0","Imports","LPG","0.11"
"Tropigas","","0","Transportation","LPG","0.48"
"Tropigas","","0","Distribution/Final Sale","LPG","0.48"
"Tropigas","","0","Imports","LPG","0.48"
"Zeta Gas","","0","Transportation","LPG","0.31"
"Zeta Gas","","0","Distribution/Final Sale","LPG","0.31"
"Zeta Gas","","0","Imports","LPG","0.31"
"Industry","","0","Consumption","Oil Derivatives","0.295176198286"
"Industry","","0","Consumption","LPG","0.224490312045"
"Transport","","0","Consumption","Oil Derivatives","0.690750043766"
"Residential","","0","Consumption","LPG","0.771427126274"
"Commercial and Public Service","","0","Consumption","Oil Derivatives","0.0132298971958"
"Superintendencia de Competencia","SC","1","Regulation","N/A","0.0"
"Superintendencia de Competencia","SC","1","Distribution/Final Sale","Natural Gas","0.0"
"Superintendencia de Competencia","SC","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Superintendencia de Competencia","SC","1","Distribution/Final Sale","LPG","0.0"
"Superintendencia de Competencia","SC","1","Consumption","Natural Gas","0.0"
