"player","acronym","public","role","product","marketshare"
"Secretaría de Energía","SENER","1","Policy","Power","0.0"
"Secretaría de Energía","SENER","1","Regulation","Power","0.0"
"Secretaría de Energía","SENER","1","Generation","Power","0.0"
"Secretaría de Energía","SENER","1","Transmission","Power","0.0"
"Secretaría de Energía","SENER","1","Distribution/Final Sale","Power","0.0"
"Comisión Reguladora de Energía","CRE","1","Regulation","Power","0.0"
"Comisión Reguladora de Energía","CRE","1","Generation","Power","0.0"
"Comisión Reguladora de Energía","CRE","1","Transmission","Power","0.0"
"Secretaría de Hacienda y Crédito Público ","SHCP","1","Regulation","Power","0.0"
"Secretaría de Hacienda y Crédito Público ","SHCP","1","Distribution/Final Sale","Power","0.0"
"Comisión Federal de Electricidad ","CFE","1","Generation","Power","0.597"
"Comisión Federal de Electricidad ","CFE","1","Transmission","Power","1.0"
"Comisión Federal de Electricidad ","CFE","1","Dispatch Coordination","Power","1.0"
"Comisión Federal de Electricidad ","CFE","1","Distribution/Final Sale","Power","1.0"
"Iberdrola","","0","Generation","Power","0.0919"
"Other Private Independent Generators (20 without Iberdrola)","","0","Generation","Power","0.1991"
"Co-generation (58 without Pemex)","","0","Generation","Power","0.0262"
"Petróleos Mexicanos","PEMEX","0","Generation","Power","0.0258"
"Self-generation (451 without Pemex)","","0","Generation","Power","0.0401"
"Other generation permit holders","","0","Generation","Power","0.0205"
"Industry","","0","Consumption","Power","0.553864286917"
"Transport","","0","Consumption","Power","0.00572968032136"
"Residential","","0","Consumption","Power","0.23768792245"
"Commercial and Public Service","","0","Consumption","Power","0.10037283814"
"Other","","0","Consumption","Power","0.102345272172"
