"player","acronym","public","role","product","marketshare"
"Secretaría de Energía","SENER","1","Policy","N/A","0.0"
"Secretaría de Energía","SENER","1","Regulation","N/A","0.0"
"Secretaría de Energía","SENER","1","Exploration/Production","Natural Gas","0.0"
"Secretaría de Energía","SENER","1","Exploration/Production","Crude Oil","0.0"
"Secretaría de Energía","SENER","1","Transformation","Natural Gas","0.0"
"Secretaría de Energía","SENER","1","Transformation","Oil Derivatives","0.0"
"Secretaría de Energía","SENER","1","Transformation","LPG","0.0"
"Secretaría de Energía","SENER","1","Transportation","Natural Gas","0.0"
"Secretaría de Energía","SENER","1","Transportation","Oil Derivatives","0.0"
"Secretaría de Energía","SENER","1","Transportation","LPG","0.0"
"Secretaría de Energía","SENER","1","Distribution/Final Sale","Natural Gas","0.0"
"Secretaría de Energía","SENER","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Secretaría de Energía","SENER","1","Distribution/Final Sale","LPG","0.0"
"Secretaría de Energía","SENER","1","Imports","Natural Gas","0.0"
"Secretaría de Energía","SENER","1","Imports","Crude Oil","0.0"
"Secretaría de Energía","SENER","1","Imports","Oil Derivatives","0.0"
"Secretaría de Energía","SENER","1","Imports","LPG","0.0"
"Secretaría de Energía","SENER","1","Exports","Natural Gas","0.0"
"Secretaría de Energía","SENER","1","Exports","Crude Oil","0.0"
"Secretaría de Energía","SENER","1","Exports","Oil Derivatives","0.0"
"Secretaría de Energía","SENER","1","Exports","LPG","0.0"
"Comisión Nacional de Hidrocarburos","CNH","1","Regulation","N/A","0.0"
"Comisión Nacional de Hidrocarburos","CNH","1","Exploration/Production","Natural Gas","0.0"
"Comisión Nacional de Hidrocarburos","CNH","1","Exploration/Production","Crude Oil","0.0"
"Comisión Reguladora de Energía","CRE","1","Regulation","N/A","0.0"
"Comisión Reguladora de Energía","CRE","1","Transportation","Natural Gas","0.0"
"Comisión Reguladora de Energía","CRE","1","Transportation","Oil Derivatives","0.0"
"Comisión Reguladora de Energía","CRE","1","Transportation","LPG","0.0"
"Comisión Reguladora de Energía","CRE","1","Distribution/Final Sale","Natural Gas","0.0"
"Comisión Reguladora de Energía","CRE","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Comisión Reguladora de Energía","CRE","1","Distribution/Final Sale","LPG","0.0"
"Secretaría de Hacienda y Credito Público","SHCP","1","Regulation","N/A","0.0"
"Secretaría de Hacienda y Credito Público","SHCP","1","Exploration/Production","Natural Gas","0.0"
"Secretaría de Hacienda y Credito Público","SHCP","1","Exploration/Production","Crude Oil","0.0"
"Secretaría de Economía","SE","1","Regulation","N/A","0.0"
"Secretaría de Economía","SE","1","Exploration/Production","Natural Gas","0.0"
"Secretaría de Economía","SE","1","Exploration/Production","Crude Oil","0.0"
"Secretaría de Economía","SE","1","Imports","Oil Derivatives","0.0"
"Secretaría de Economía","SE","1","Exports","Oil Derivatives","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Regulation","N/A","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Exploration/Production","Natural Gas","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Exploration/Production","Crude Oil","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Transportation","Natural Gas","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Transportation","Oil Derivatives","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Transportation","LPG","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Distribution/Final Sale","Natural Gas","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Comisión Federal de Competencia Económica","CFC","1","Distribution/Final Sale","LPG","0.0"
"Procuradoría Federal del Consumidor","PROFECO","1","Regulation","N/A","0.0"
"Petroleos Mexicanos","PEMEX","1","Exploration/Production","Natural Gas","1.0"
"Petroleos Mexicanos","PEMEX","1","Exploration/Production","Crude Oil","1.0"
"Petroleos Mexicanos","PEMEX","1","Transformation","Natural Gas","1.0"
"Petroleos Mexicanos","PEMEX","1","Transformation","Oil Derivatives","1.0"
"Petroleos Mexicanos","PEMEX","1","Transformation","LPG","1.0"
"Petroleos Mexicanos","PEMEX","1","Transportation","Natural Gas","0.55"
"Petroleos Mexicanos","PEMEX","1","Transportation","Oil Derivatives","0.7"
"Petroleos Mexicanos","PEMEX","1","Transportation","LPG","0.85"
"Petroleos Mexicanos","PEMEX","1","Distribution/Final Sale","Natural Gas","0.75"
"Petroleos Mexicanos","PEMEX","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Petroleos Mexicanos","PEMEX","1","Distribution/Final Sale","LPG","0.0"
"Petroleos Mexicanos","PEMEX","1","Imports","Natural Gas","0.45"
"Petroleos Mexicanos","PEMEX","1","Imports","Crude Oil","0.0"
"Petroleos Mexicanos","PEMEX","1","Imports","Oil Derivatives","1.0"
"Petroleos Mexicanos","PEMEX","1","Imports","LPG","0.85"
"Petroleos Mexicanos","PEMEX","1","Exports","Natural Gas","1.0"
"Petroleos Mexicanos","PEMEX","1","Exports","Crude Oil","1.0"
"Petroleos Mexicanos","PEMEX","1","Exports","Oil Derivatives","1.0"
"Petroleos Mexicanos","PEMEX","1","Exports","LPG","0.0"
"Petroleos Mexicanos","PEMEX","1","Consumption","Natural Gas","0.34"
"Petroleos Mexicanos","PEMEX","1","Consumption","Oil Derivatives","0.0319054451"
"Comisión Federal de Electricidad","CFE","1","Transportation","Natural Gas","0.15"
"Comisión Federal de Electricidad","CFE","1","Imports","Natural Gas","0.15"
"Comisión Federal de Electricidad","CFE","1","Consumption","Natural Gas","0.406797109"
"Comisión Federal de Electricidad","CFE","1","Consumption","Oil Derivatives","0.1533101"
"Private Independent Generators","","0","Transportation","Natural Gas","0.1"
"Private Independent Generators","","0","Imports","Natural Gas","0.05"
"Private Independent Generators","","0","Consumption","Natural Gas","0.0592028925"
"Private Independent Generators","","0","Consumption","Oil Derivatives","0.0154608185"
"PEMEX franchise","","0","Distribution/Final Sale","Oil Derivatives","1.0"
"Private LPG distribution companies","","0","Transportation","LPG","0.15"
"Private LPG distribution companies","","0","Distribution/Final Sale","LPG","1.0"
"Private LPG distribution companies","","0","Imports","LPG","0.15"
"Oil products distribution companies ","","0","Transportation","Oil Derivatives","0.3"
