"player","acronym","public","role","product","marketshare"
"Ministerio de Energía y Minas","MEM","1","Policy","N/A","0.0"
"Ministerio de Energía y Minas","MEM","1","Exploration/Production","Natural Gas","0.0"
"Ministerio de Energía y Minas","MEM","1","Exploration/Production","Crude Oil","0.0"
"Ministerio de Energía y Minas","MEM","1","Transformation","Natural Gas","0.0"
"Ministerio de Energía y Minas","MEM","1","Transformation","Oil Derivatives","0.0"
"Ministerio de Energía y Minas","MEM","1","Transformation","LPG","0.0"
"Ministerio de Energía y Minas","MEM","1","Transportation","Natural Gas","0.0"
"Ministerio de Energía y Minas","MEM","1","Transportation","Oil Derivatives","0.0"
"Ministerio de Energía y Minas","MEM","1","Transportation","LPG","0.0"
"Ministerio de Energía y Minas","MEM","1","Distribution/Final Sale","Natural Gas","0.0"
"Ministerio de Energía y Minas","MEM","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Ministerio de Energía y Minas","MEM","1","Distribution/Final Sale","LPG","0.0"
"Ministerio de Energía y Minas","MEM","1","Imports","Natural Gas","0.0"
"Ministerio de Energía y Minas","MEM","1","Imports","Crude Oil","0.0"
"Ministerio de Energía y Minas","MEM","1","Imports","Oil Derivatives","0.0"
"Ministerio de Energía y Minas","MEM","1","Imports","LPG","0.0"
"Ministerio de Energía y Minas","MEM","1","Exports","Natural Gas","0.0"
"Ministerio de Energía y Minas","MEM","1","Exports","Crude Oil","0.0"
"Ministerio de Energía y Minas","MEM","1","Exports","Oil Derivatives","0.0"
"Ministerio de Energía y Minas","MEM","1","Exports","LPG","0.0"
"Ministerio de Energía y Minas","MEM","1","Consumption","Natural Gas","0.0"
"Ministerio de Energía y Minas","MEM","1","Consumption","Oil Derivatives","0.0"
"Ministerio de Energía y Minas","MEM","1","Consumption","LPG","0.0"
"Instituto Nicaraguense de Energía","INE","1","Regulation","N/A","0.0"
"Instituto Nicaraguense de Energía","INE","1","Exploration/Production","Natural Gas","0.0"
"Instituto Nicaraguense de Energía","INE","1","Exploration/Production","Crude Oil","0.0"
"Instituto Nicaraguense de Energía","INE","1","Transformation","Natural Gas","0.0"
"Instituto Nicaraguense de Energía","INE","1","Transformation","Oil Derivatives","0.0"
"Instituto Nicaraguense de Energía","INE","1","Transformation","LPG","0.0"
"Instituto Nicaraguense de Energía","INE","1","Transportation","Natural Gas","0.0"
"Instituto Nicaraguense de Energía","INE","1","Transportation","Oil Derivatives","0.0"
"Instituto Nicaraguense de Energía","INE","1","Transportation","LPG","0.0"
"Instituto Nicaraguense de Energía","INE","1","Distribution/Final Sale","Natural Gas","0.0"
"Instituto Nicaraguense de Energía","INE","1","Distribution/Final Sale","Oil Derivatives","0.0"
"Instituto Nicaraguense de Energía","INE","1","Distribution/Final Sale","LPG","0.0"
"Instituto Nicaraguense de Energía","INE","1","Imports","Natural Gas","0.0"
"Instituto Nicaraguense de Energía","INE","1","Imports","Crude Oil","0.0"
"Instituto Nicaraguense de Energía","INE","1","Imports","Oil Derivatives","0.0"
"Instituto Nicaraguense de Energía","INE","1","Imports","LPG","0.0"
"Instituto Nicaraguense de Energía","INE","1","Exports","Natural Gas","0.0"
"Instituto Nicaraguense de Energía","INE","1","Exports","Crude Oil","0.0"
"Instituto Nicaraguense de Energía","INE","1","Exports","Oil Derivatives","0.0"
"Instituto Nicaraguense de Energía","INE","1","Exports","LPG","0.0"
"Instituto Nicaraguense de Energía","INE","1","Consumption","Natural Gas","0.0"
"Instituto Nicaraguense de Energía","INE","1","Consumption","Oil Derivatives","0.0"
"Instituto Nicaraguense de Energía","INE","1","Consumption","LPG","0.0"
"Petronic (DNP)","","1","Transportation","Oil Derivatives","0.256"
"Petronic (DNP)","","1","Transportation","LPG","0.1094"
"Petronic (DNP)","","1","Distribution/Final Sale","Oil Derivatives","0.256"
"Petronic (DNP)","","1","Distribution/Final Sale","LPG","0.1094"
"Petronic (DNP)","","1","Imports","Oil Derivatives","0.46"
"Puma (Esso)","","0","Transformation","Oil Derivatives","1.0"
"Puma (Esso)","","0","Transformation","LPG","1.0"
"Puma (Esso)","","0","Transportation","Oil Derivatives","0.385"
"Puma (Esso)","","0","Transportation","LPG","0.1267"
"Puma (Esso)","","0","Distribution/Final Sale","Oil Derivatives","0.385"
"Puma (Esso)","","0","Distribution/Final Sale","LPG","0.1267"
"Puma (Esso)","","0","Imports","Crude Oil","1.0"
"Puma (Esso)","","0","Imports","Oil Derivatives","0.14"
"Puma (Esso)","","0","Exports","Oil Derivatives","1.0"
"Albanisa","","0","Transportation","Oil Derivatives","0.084"
"Albanisa","","0","Distribution/Final Sale","Oil Derivatives","0.084"
"Albanisa","","0","Imports","Oil Derivatives","0.28"
"Cemex","","0","Imports","Oil Derivatives","0.1"
"Uno","","0","Transportation","Oil Derivatives","0.273"
"Uno","","0","Distribution/Final Sale","Oil Derivatives","0.273"
