gdp,period,population
2097269578873,2005-2008,58344626
1239050936221,1997,56890372
1569649631715,2003,57313203
638273988310,1986,56596155
803055421720,1987,56601931
436443282455,1984,56576718
450725817665,1985,56593071
425863253400,1982,56543548
441580964558,1983,56564074
475682508026,1980,56433883
429282144779,1981,56501675
1204787919990,1999-2002,56972883
888667916542,1988,56629288
925598071408,1989,56671781
1308929305684,1996,56860281
2138540909211,2014,60789140
2276150874756,2011,59379449
2125184794172,2010,59277417
2130330362918,2013,60233948
2072823111961,2012,59539717
160715352065,1971-1974,54579277
1852661936077,2005,57969484
1814762858045,2015,60802085
582124627537,1984-1987,56591968
1242109402060,1991,56758521
1177326298642,1990,56719240
1061445229481,1993,56831821
1315806990573,1992,56797087
1170787357066,1995,56844303
1095590837536,1994,56843400
392378586343,1979,56317749
314019079397,1978,56155143
256746611586,1977,55955411
223976031867,1976,55718260
226944778173,1975,55441001
198906211372,1974,55110868
174913182995,1973,54751406
144780888114,1972,54381345
124261125780,1971,54073490
1266510668642,2002,57059007
1248563148945,1999,56916317
1141760021927,2000,56942108
1162317840447,2001,56974100
1942633841801,2006,58143979
2203053327128,2007,58438310
1798314755525,2004,57685327
1266309223820,1998,56906744
2390729210487,2008,58826731
2185160158794,2009,59095365
