gdp,country,population
2208872214643,Brazil,198614208
1613406134731,Canada,34005274
65028121403413,World,6900478104
4368398047,Suriname,518141
14964372000000,USA,309346863
21037612736,Trinidad & Tobago,1328095
28917200000,Panama,3620506
36298327620,Costa Rica,4545273
2646994701986,France,65027512
7909580000,Bahamas,360830
148521818488,Peru,29373644
2125184794172,Italy,59277417
461640242696,Argentina,41222875
19649631308,Bolivia,9918245
428524701366,Norway,4889252
69555367000,Ecuador,14934692
16886378259421,Europe,499994428
234321743781,Israel,7623600
1094499338702,Korea,49410366
64328200000,Cuba,11308133
21418300000,El Salvador,6038306
393801459277,Venezuela,28995745
48016423841,Slovenia,2048583
41338008617,Guatemala,14732261
6039658508485,China,1337705000
217538271334,Chile,17015048
483577483443,Belgium,10895586
3417298013245,Germany,81776930
53864484468,Dominican Republic,9897983
1397113450,Belize,321609
1431672847682,Spain,46576897
836439735099,Netherlands,16615394
2948365939198,Southern Cone,266436422
319810991980,Denmark,5547683
247814569536,Finland,5363352
17628906738244,North America,461969679
488379327089,Sweden,9378126
40284682481,Uruguay,3374414
59680624422,Croatia,4417781
2259288396,Guyana,753362
581211708792,Switzerland,7824909
6622541528,Haiti,9999617
13190512703,Jamaica,2690824
15839344591,Honduras,7503875
238317631788,Portugal,10573100
918546460711,Andean,129140427
152552493969,Central America,42177943
1051128603513,Mexico,118617542
1708458876829,India,1230984504
5165308648829,LAC,580288853
2403504326328,United Kingdom,62766365
390235099337,Austria,8363404
287018184637,Colombia,45918101
20030528042,Paraguay,6209877
5498717815809,Japan,128070000
8741313140,Nicaragua,5737722
4445500000,Barbados,279566
