gdp,period,population
1008708214863,2005-2008,48514093
560485235837,1997,45953580
680520807982,2003,47859311
119773895286,1986,41213674
150986906889,1987,41621690
99983374277,1984,40405956
103729914254,1985,40805744
81639218690,1982,39326352
90524009023,1983,39910403
67802380521,1980,38123775
76240987915,1981,38723248
547505023053,1999-2002,47151082
202308365346,1988,42031247
248768504452,1989,42449038
603413139412,1996,45524681
1411333926201,2014,50423955
1202463682633,2011,49779440
1094499338702,2010,49410366
1305604981271,2013,50219669
1222807195712,2012,50004441
14187654073,1971-1974,33795881
898137194716,2005,48138077
1377873107856,2015,50617045
118618522676,1984-1987,41011766
332324538078,1991,43295704
284757121057,1990,42869283
391963073243,1993,44194628
356117978607,1992,43747962
559329547369,1995,45092991
458704213081,1994,44641540
69731818181,1979,37534236
54273760330,1978,36969185
40255785123,1977,36411795
31354545454,1976,35848523
22797520661,1975,35280725
20426484040,1974,34692266
14538310905,1973,34103149
11367558349,1972,33505406
10418262998,1971,32882704
609020054512,2002,47622179
486315001429,1999,46616677
561633037419,2000,47008111
533051998853,2001,47357362
1011797457138,2006,48371946
1122679154632,2007,48597652
764880644710,2004,48039415
376481975682,1998,46286503
1002219052967,2008,48948698
901934953364,2009,49182038
