gdp,country,population
58539008786,Brazil,100844391
113082820992,Canada,21993631
3531432897410,World,3816779545
287600000,Suriname,371318
1282449000000,USA,209896000
1083392306,Trinidad & Tobago,968742
1334108700,Panama,1607835
1238251652,Costa Rica,1947048
204283485045,France,52959228
590900000,Bahamas,177844
8945736419,Peru,14072476
144780888114,Italy,54381345
34733000536,Argentina,24782950
1257615644,Bolivia,4698090
17358610849,Norway,3933004
3185987234,Ecuador,6428707
1112810638174,Europe,442694812
7173788440,Israel,3148000
11367558349,Korea,33505406
8135150888,Cuba,9025299
1263719999,El Salvador,3862132
15922867181,Venezuela,12286434
,Slovenia,1752233
2101300000,Guatemala,5737720
112159813640,China,862030000
11532517864,Chile,9916558
37408626615,Belgium,9711115
298667219346,Germany,78688452
1987300000,Dominican Republic,4759935
66062499,Belize,127148
58971806626,Spain,34502705
54008338917,Netherlands,13328593
107691236915,Southern Cone,140962077
22966364108,Denmark,4991596
14754136507,Finland,4639657
1440709940318,North America,287369756
48263914958,Sweden,8122300
2189418001,Uruguay,2821437
,Croatia,4457000
285380965,Guyana,712188
,Switzerland,6260956
,Haiti,4876558
1875146615,Jamaica,1925162
802999950,Honduras,2845260
11240223128,Portugal,8630430
37983578432,Andean,60632510
7618950348,Central America,18549774
45178119326,Mexico,55480125
72716595884,India,579800632
203417723945,LAC,288154883
169965034965,United Kingdom,56086065
22006470861,Austria,7544201
8671371951,Colombia,23146803
697291727,Paraguay,2596741
312738030290,Japan,107188000
878570045,Nicaragua,2549779
,Barbados,241441
