gdp,country,population
507962741819,Brazil,181045592
757950678646,Canada,31362000
34012815131570,World,6252211406
1078402127,Suriname,486271
10977514000000,USA,287625193
9008273720,Trinidad & Tobago,1277840
12994218400,Panama,3144728
16844378578,Costa Rica,4063208
1500337850555,France,61805267
6957996000,Bahamas,309170
54436633339,Peru,26601463
1266510668642,Italy,57059007
97724513456,Argentina,37889443
7905485216,Bolivia,8653343
195418347152,Norway,4538159
28548945000,Ecuador,13072056
9705862943457,Europe,485984475
121092701253,Israel,6570000
609020054512,Korea,47622179
33590400000,Cuba,11184540
14306700000,El Salvador,5874301
92889586976,Venezuela,25399143
23563581047,Slovenia,1994530
20776403844,Guatemala,12272208
1461906487857,China,1280400000
70984568428,Chile,15544554
258860342555,Belgium,10332785
2079136081309,Germany,82488495
26571659051,Dominican Republic,8832286
932551850,Belize,262202
705145868624,Spain,41431558
465368906455,Netherlands,16148929
696603470064,Southern Cone,243315974
178635160297,Denmark,5375931
139552983248,Finland,5200598
12477024177731,North America,424565490
263926220332,Sweden,8924958
13606494599,Uruguay,3327770
26878499206,Croatia,4440000
722460886,Guyana,743107
301127808995,Switzerland,7284753
3472191962,Haiti,8834739
9694161516,Jamaica,2615253
7776435881,Honduras,6499001
134228697534,Portugal,10419631
281714042888,Andean,115298498
77922349722,Central America,37025182
741559499084,Mexico,105578297
523968381476,India,1090189358
1846545648010,LAC,522778069
1680256294964,United Kingdom,59370479
212970685111,Austria,8081957
97933392356,Colombia,41572493
6325151760,Paraguay,5508615
3980819536159,Japan,127445000
5224213017,Nicaragua,5171736
3169500000,Barbados,271479
