gdp,period,population
4533537522503,2005-2008,127922750
4324278106865,1997,126057000
4302939184963,2003,127718000
2051061226984,1986,121492000
2485236197212,1987,122091000
1294608503864,1984,120018000
1384532251034,1985,120754000
1116840773461,1982,118449000
1218106450431,1983,119259000
1086988088501,1980,116782000
1201465862932,1981,117648000
4326119374361,1999-2002,127017000
3015393553892,1988,122613000
3017052046398,1989,123116000
4706187126019,1996,125757000
4596156556721,2014,127131800
5908989186412,2011,127817277
5498717815809,2010,128070000
4908862837290,2013,127338621
5957250118648,2012,127561489
361356776652,1971-1974,107781500
4571867441130,2005,127773000
4123257609614,2015,126958472
1803859544773,1984-1987,121088750
3536800942895,1991,123921000
3103698099973,1990,123537000
4414962786901,1993,124536000
3852794371594,1992,124229000
5333925511058,1995,125439000
4850348016491,1994,124961000
1037452649454,1979,115870000
996741758196,1978,114898000
709404712455,1977,113863000
576405865272,1976,112771000
512861437158,1975,111940000
471643172433,1974,110162000
424891148590,1973,108079000
312738030290,1972,107188000
236154755295,1971,105697000
3980819536159,2002,127445000
4432599282922,1999,126631000
4731198760271,2000,126843000
4159859918093,2001,127149000
4356750212598,2006,127854000
4356347794333,2007,128001000
4655803055650,2004,127761000
3914574887342,1998,126400000
4849184641953,2008,128063000
5035141567658,2009,128047000
