gdp,country,population
400599250000,Brazil,155379009
592387689252,Canada,28519597
24940672268113,World,5432712514
404600000,Suriname,423572
6539299000000,USA,256514000
5318258823,Trinidad & Tobago,1237486
7032023199,Panama,2575330
8573611050,Costa Rica,3257463
1408724907063,France,58851216
3109000000,Bahamas,266133
35180917546,Peru,22737056
1315806990573,Italy,56797087
228788617201,Argentina,33655149
5643893347,Bolivia,7131699
130838040067,Norway,4286401
18094238119,Ecuador,10705670
8513523767073,Europe,475872226
65771216420,Israel,5123000
356117978607,Korea,43747962
22085858204,Cuba,10735775
5954700000,El Salvador,5392142
58470358475,Venezuela,20799471
,Slovenia,1996498
10440842165,Guatemala,9619113
424934065934,China,1164970000
44467946384,Chile,13566942
236038607528,Belgium,10045158
2123130870381,Germany,80624598
11277676879,Dominican Republic,7468551
518239100,Belize,194321
629202392003,Spain,39067745
358330385839,Netherlands,15184166
693891437497,Southern Cone,210188691
152690732178,Denmark,5171370
112625431377,Finland,5041992
7495295958042,North America,374143640
280312318915,Sweden,8668067
12878199880,Uruguay,3154853
,Croatia,4470000
368281378,Guyana,717621
271133679206,Switzerland,6875364
2257121668,Haiti,7386974
3530892749,Jamaica,2423044
3419487440,Honduras,5179557
107602689040,Portugal,9952494
166668992843,Andean,96932579
37213463856,Central America,30354878
363609268789,Mexico,89110043
293262722482,India,906461358
1283767113107,LAC,445102246
1179659529659,United Kingdom,57580402
194608183696,Austria,7840709
49279585355,Colombia,35558683
7157424031,Paraguay,4432738
3852794371594,Japan,124229000
1792800000,Nicaragua,4331273
1957000000,Barbados,262184
