gdp,country,population
152678020452,Brazil,111076063
206575564401,Canada,23518000
6026506548794,World,4115145819
505499999,Suriname,361368
1877587000000,USA,218035000
2500420785,Trinidad & Tobago,1025655
2074539000,Panama,1791459
2412555511,Costa Rica,2151492
373410270417,France,54541493
642100000,Bahamas,192905
15519319139,Peru,15639898
223976031867,Italy,55718260
51169499890,Argentina,26477153
2732083958,Bolivia,5119833
35942270686,Norway,4026152
9091924304,Ecuador,7179399
1918113236186,Europe,452272618
12475947718,Israel,3533000
31354545454,Korea,35848523
13789579892,Cuba,9544268
2328280100,El Salvador,4239205
36272315695,Venezuela,13739142
,Slovenia,1820249
4365300199,Guatemala,6408029
151627687364,China,930685000
9857547846,Chile,10584237
71494607105,Belgium,9818227
517787921003,Germany,78336950
3951399900,Dominican Republic,5280727
96905828,Belize,135145
118185307386,Spain,35939437
107775403067,Netherlands,13774037
218913049677,Southern Cone,153840471
44401699735,Denmark,5072596
31873171718,Finland,4725664
2173186480468,North America,304173087
88102107647,Sweden,8222286
3667161241,Uruguay,2841436
,Croatia,4530000
454439999,Guyana,751008
,Switzerland,6302504
,Haiti,5238242
2966042913,Jamaica,2037716
1347999949,Honduras,3204883
20334835543,Portugal,9355810
78957046758,Andean,67001684
14365574760,Central America,20679224
89023916066,Mexico,62620087
104518118776,India,636182810
410677450861,LAC,317723806
232614555256,United Kingdom,56211968
42856485617,Austria,7565525
15341403660,Colombia,25323412
1540820245,Paraguay,2861582
576405865272,Japan,112771000
1836899998,Nicaragua,2884156
,Barbados,247444
