gdp,country,population
785643456467,Brazil,162755054
604031623433,Canada,29354000
30286437552958,World,5684519374
693970588,Suriname,445830
7664060000000,USA,266278000
5329214163,Trinidad & Tobago,1255001
8371108300,Panama,2738125
11722357067,Costa Rica,3510925
1609892232882,France,59541900
3429000000,Bahamas,280151
51990003413,Peru,24038761
1170787357066,Italy,56844303
258031750000,Argentina,34994818
6715220507,Bolivia,7566716
152027402449,Norway,4359184
24432884442,Ecuador,11440576
9503069593651,Europe,479258331
99968784246,Israel,5545000
559329547369,Korea,45092991
30428638304,Cuba,10906048
9500500000,El Salvador,5588743
74888742183,Venezuela,22188671
21273048928,Slovenia,1989872
14656917900,Guatemala,10357354
732032045217,China,1204855000
71349202308,Chile,14193986
289567597153,Belgium,10136811
2591620035485,Germany,81678051
16358496124,Dominican Republic,7892420
620140400,Belize,206962
612939685081,Spain,39387017
446528959648,Netherlands,15459006
1143384203180,Southern Cone,219929518
185006961302,Denmark,5233373
134199346405,Finland,5107790
8611884404072,North America,390058946
264051981551,Sweden,8826939
19297663096,Uruguay,3224807
22387561845,Croatia,4669000
621626785,Guyana,726695
341759012938,Switzerland,7040687
2813320255,Haiti,7819806
5779285207,Jamaica,2480000
3911053180,Honduras,5591136
118133634071,Portugal,10026176
250534128344,Andean,102676704
52302406447,Central America,32398512
343792780638,Mexico,94426946
366600193391,India,960874982
1820293834362,LAC,468878907
1237561937825,United Kingdom,58019030
240457622492,Austria,7948278
92507277798,Colombia,37441980
9062131307,Paraguay,4760853
5333925511058,Japan,125439000
4140470000,Nicaragua,4612229
2262218367,Barbados,264962
