gdp,country,population
461951782000,Brazil,150393143
593929550908,Canada,27791000
22468134659050,World,5262763618
388300000,Suriname,408276
5979589000000,USA,249623000
5068000000,Trinidad & Tobago,1221904
5625703300,Panama,2471010
7403457319,Costa Rica,3095994
1275300566196,France,58512808
3166000000,Bahamas,256338
25710059622,Peru,21826658
1177326298642,Italy,56719240
141352368714,Argentina,32729740
4867582620,Bolivia,6856246
119791683307,Norway,4241473
15239278100,Ecuador,10218085
7494614803485,Europe,473208417
52490325640,Israel,4660000
284757121057,Korea,42869283
28645436550,Cuba,10582082
4800900000,El Salvador,5252082
47027508385,Venezuela,19861959
,Slovenia,1998161
7650125576,Guatemala,9158547
358973230048,China,1135185000
31558927517,Chile,13141202
206431036697,Belgium,9967379
1764967948916,Germany,79433029
7073674721,Dominican Republic,7183646
413050000,Belize,187552
535101248775,Spain,38850435
314267667675,Netherlands,14951510
649857119450,Southern Cone,203587812
138094873105,Denmark,5140939
141517648888,Finland,4986431
6836228336501,North America,363023404
258154283908,Sweden,8558835
9298839655,Uruguay,3109987
,Croatia,4780000
396582263,Guyana,720282
257420293190,Switzerland,6715519
,Haiti,7099733
4592208207,Jamaica,2390000
3048896180,Honduras,4903363
78721607509,Portugal,9983218
133118633322,Andean,93034511
29538537852,Central America,29025560
262709785592,Mexico,85609404
326608014285,India,870601776
1091957959147,LAC,429152570
1093169389204,United Kingdom,57247586
166062376739,Austria,7677850
40274204595,Colombia,34271563
5695201563,Paraguay,4213740
3103698099973,Japan,123537000
1009455476,Nicaragua,4144564
2012131370,Barbados,260374
