gdp,period,population
1770735268266,2005-2008,257077863
1292802478112,1997,226573230
782380290071,2003,246599667
406114033351,1986,189634880
437238210743,1987,193206835
316266115612,1984,182353263
335543723480,1985,186017518
404575464767,1982,174938888
337393738143,1983,178650390
353816660929,1980,167636353
391150656674,1981,171257727
915956883048,1999-2002,238306284
493541253221,1988,196725913
543656168527,1989,200186760
1228648521222,1996,223237592
3311951486979,2014,276792605
3496329371858,2011,269053878
2948365939198,2010,266436422
3453281749422,2013,274247152
3406144918995,2012,271661160
138940524135,1971-1974,142555521
1262945416355,2005,252842403
2096006003117,2015,279283102
373790520796,1984-1987,187803124
847194491332,1991,206920276
649857119450,1990,203587812
744485925420,1993,213421866
693891437497,1992,210188691
1143384203180,1995,219929518
896051854220,1994,216659447
325267899155,1979,164086672
281543779777,1978,160606599
252338450270,1977,157193844
218913049677,1976,153840471
188264674078,1975,150539985
198398163293,1974,147293445
153064165666,1973,144102720
107691236915,1972,140962077
96608530667,1971,137863845
696603470064,2002,243315974
988283661361,1999,233287857
1049972792616,2000,236638226
928967608153,2001,239983079
1555203470916,2006,255750557
1936688655458,2007,258523035
973540211215,2004,249786098
1276455737850,1998,229928109
2328103530337,2008,261195459
2263195752046,2009,263820504
