gdp,country,population
330397381998,Brazil,145150468
507354351182,Canada,26895000
18355726337957,World,5076794301
1160900000,Suriname,391851
5252629000000,USA,244499000
4496910569,Trinidad & Tobago,1204890
5161200500,Panama,2368772
6063759370,Costa Rica,2944560
1023504019381,France,57836486
2817900000,Bahamas,247576
15029999286,Peru,20909897
888667916542,Italy,56629288
126206817196,Argentina,31795515
4597615562,Bolivia,6592787
101900260856,Norway,4209488
13051886552,Ecuador,9739179
5826404148460,Europe,469984457
43892480124,Israel,4442000
202308365346,Korea,42031247
27458999535,Cuba,10379080
4189880000,El Salvador,5117577
58428404473,Venezuela,18912431
,Slovenia,1995196
7841603166,Guatemala,8729406
310722213686,China,1101630000
24640912615,Chile,12716508
163168007789,Belgium,9901664
1395931548502,Germany,78144619
5374300243,Dominican Republic,6903314
314899999,Belize,179025
375138723325,Spain,38715849
258567751142,Netherlands,14760094
493541253221,Southern Cone,196725913
115111916809,Denmark,5129516
109103056147,Finland,4946481
5943127627476,North America,353617153
204068257817,Sweden,8436489
8213515458,Uruguay,3069094
,Croatia,4757000
413799989,Guyana,734872
208774024533,Switzerland,6593386
,Haiti,6813344
3828342819,Jamaica,2356400
3970386396,Honduras,4631491
56352797353,Portugal,10019610
130320451556,Andean,89129827
29857729529,Central America,27760259
183144276294,Mexico,82223153
301790951204,India,834944397
850563264233,LAC,413117100
910122732123,United Kingdom,56928327
133018182770,Austria,7585317
39212545681,Colombia,32975533
4082625952,Paraguay,3994328
3015393553892,Japan,122613000
2630900095,Nicaragua,3968453
1812757839,Barbados,258524
