gdp,period,population
3528143914318,2005-2008,555317958
2156379096585,1997,484688038
1900097806949,2003,530058539
706316162474,1986,397033567
742434751608,1987,405088720
676348577225,1984,380848541
696365667581,1985,388951935
785222126305,1982,364637820
690585322673,1983,372733618
729358963151,1980,348640666
843664519514,1981,356596880
2003024979476,1999-2002,511593524
850563264233,1988,413117100
933640871303,1989,421143296
1967526772366,1996,476795110
5654194418519,2014,607878552
5871784908670,2011,587291448
5165308648829,2010,580288853
6106944489293,2013,601095197
5947639137472,2012,594229716
251327024626,1971-1974,291834535
2709514606497,2005,544514974
4202090083873,2015,614571901
705366289722,1984-1987,392980690
1365802030550,1991,437141087
1091957959147,1990,429152570
1486447784658,1993,453041005
1283767113107,1992,445102246
1820293834362,1995,468878907
1707630334091,1994,460965532
611370365442,1979,340773513
512043293310,1978,333001251
453023199421,1977,325321066
410677450861,1976,317723806
368382447088,1975,310204310
352158841440,1974,302764709
268585942158,1973,295411688
203417723945,1972,288154883
181145590964,1971,281006862
1846545648010,2002,522778069
1939571904327,1999,500279929
2146283123070,2000,507908998
2079699242499,2001,515407102
3190734497459,2006,551730407
3789896865057,2007,558928241
2222343461222,2004,537293497
2165836517476,1998,492531215
4422429688261,2008,566098212
4145766970918,2009,573223127
