gdp,period,population
96638319740,2005-2008,28123795
56833961486,1997,24827409
59030590739,2003,26937737
14840000374,1986,19996250
20153333842,1987,20451712
17132968269,1984,19099575
16110000406,1985,19544950
21216509116,1982,18225727
16885668785,1983,18660443
17655611231,1980,17359118
21074067087,1981,17792551
51585687597,1999-2002,26084749
15029999286,1988,20909897
21902935995,1989,21368856
53975714093,1996,24441076
202855201908,2014,30973148
170574733563,2011,29759891
148521818488,2010,29373644
202028936209,2013,30565461
192703386156,2012,30158768
10302325122,1971-1974,14264324
74947898079,2005,27610406
192083721355,2015,31376670
17059075722,1984-1987,19773121
33752717958,1991,22283130
25710059622,1990,21826658
34225818611,1993,23184222
35180917546,1992,22737056
51990003413,1995,24038761
43691936851,1994,23619358
15542640785,1979,16924758
12162093074,1978,16491087
14230997983,1977,16061327
15519319139,1976,15639898
16413418808,1975,15229951
13490954944,1974,14832839
10702842298,1973,14447649
8945736419,1972,14072476
8069766829,1971,13704333
54436633339,2002,26601463
49332889437,1999,25561297
50980861887,2000,25914875
51592365725,2001,26261363
87862091339,2006,27949958
102170980824,2007,28292768
66695121799,2004,27273188
54534476411,1998,25199744
121572308718,2008,28642048
121192332201,2009,29001563
