gdp,period,population
14036457750000,2005-2008,299805421
8608515000000,1997,272657000
11510670000000,2003,290107933
4590155000000,1986,240133000
4870217000000,1987,242289000
4040693000000,1984,235825000
4346734000000,1985,237924000
3344991000000,1982,231664000
3638137000000,1983,233792000
2862505000000,1980,227225000
3210956000000,1981,229466000
10386185250000,1999-2002,283449139
5252629000000,1988,244499000
5657693000000,1989,246819000
8100201000000,1996,269394000
17348071500000,2014,318907401
15517926000000,2011,311718857
14964372000000,2010,309346863
16663160000000,2013,316427395
16155255000000,2012,314102623
1356898250000,1971-1974,210830000
13093726000000,2005,295516599
17946996000000,2015,321418820
4461949750000,1984-1987,239042750
6174043000000,1991,252981000
5979589000000,1990,249623000
6878718000000,1993,259919000
6539299000000,1992,256514000
7664060000000,1995,266278000
7308755000000,1994,263126000
2632143000000,1979,225055000
2356571000000,1978,222585000
2085951000000,1977,220239000
1877587000000,1976,218035000
1688923000000,1975,215973000
1548825000000,1974,213854000
1428549000000,1973,211909000
1282449000000,1972,209896000
1167770000000,1971,207661000
10977514000000,2002,287625193
9660624000000,1999,279040000
10284779000000,2000,282162411
10621824000000,2001,284968955
13855888000000,2006,298379912
14477635000000,2007,301231207
12274928000000,2004,292805298
9089168000000,1998,275854000
14718582000000,2008,304093966
14418739000000,2009,306771529
