gdp,period,population
2692532456720,2005-2008,61094371
1446444007858,1997,58316954
1943025306122,2003,59647577
601452653180,1986,56681396
745162608269,1987,56802050
461487097632,1984,56422072
489285164271,1985,56550268
515048916841,1982,56313641
489618008185,1983,56332848
564947710899,1980,56314216
540765675241,1981,56333829
1584101991776,1999-2002,59016283
910122732123,1988,56928327
926884816753,1989,57076711
1306575663026,1996,58166950
2990201431078,2014,64613160
2594904662714,2011,63258918
2403504326328,2010,62766365
2712296271989,2013,64128226
2630472981169,2012,63700300
179187068167,1971-1974,56101697
2418941818181,2005,60401206
2848755449421,2015,65138232
574346880838,1984-1987,56613946
1142797178130,1991,57424897
1093169389204,1990,57247586
1061388722255,1993,57718614
1179659529659,1992,57580402
1237561937825,1995,58019030
1140489745944,1994,57865745
438994070309,1979,56246951
335883029721,1978,56196504
263066457352,1977,56193492
232614555256,1976,56211968
241756637168,1975,56225800
206131369798,1974,56229974
192537971582,1973,56194527
169965034965,1972,56086065
148113896325,1971,55896223
1680256294964,2002,59370479
1565408509949,1999,58682466
1554801028899,2000,58892514
1535942133294,2001,59119673
2588077276908,2006,60846820
2969733893557,2007,61322463
2297889051629,2004,59987905
1537103345478,1998,58487141
2793376838235,2008,61806995
2314577036921,2009,62276270
