gdp,period,population
50269885250,2005-2008,14088950
28162053026,1997,11924991
32432859000,2003,13289600
15314143988,1986,9272905
13945431882,1987,9504132
16912515183,1984,8823746
17149094589,1985,9045977
19929853574,1982,8392935
17152483214,1983,8606214
17881514682,1980,7976449
21810767209,1981,8183194
22747576629,1999-2002,12738024
13051886552,1988,9739179
13890828707,1989,9977380
25226393196,1996,11683480
100917372000,2014,15902916
79276664000,2011,15177280
69555367000,2010,14934692
94776170000,2013,15661312
87924544000,2012,15419493
4107805617,1971-1974,6521914
41507085000,2005,13735232
100871770000,2015,16144363
15830296410,1984-1987,9161690
16988535267,1991,10460988
15239278100,1990,10218085
18938717358,1993,10951200
18094238119,1992,10705670
24432884442,1995,11440576
22708673336,1994,11196476
14175166007,1979,7772652
11922502170,1978,7571953
11026346589,1977,7374235
9091924304,1976,7179399
7731677256,1975,6987393
6599259420,1974,6798205
3891755551,1973,6611916
3185987234,1972,6428707
2754220263,1971,6248831
28548945000,2002,13072056
19645272636,1999,12398691
18327764882,2000,12628596
24468324000,2001,12852753
46802044000,2006,13967490
51007777000,2007,14205479
36591661000,2004,13509645
27981896948,1998,12163887
61762635000,2008,14447600
62519686000,2009,14691310
