gdp,country,population
558111997497,Brazil,160260508
578139279437,Canada,29111906
27293968053644,World,5600065372
605492537,Suriname,438280
7308755000000,USA,263126000
4947205860,Trinidad & Tobago,1250316
8188780099,Panama,2682720
10557530654,Costa Rica,3425692
1401636342155,France,59327194
3259000000,Bahamas,275903
43691936851,Peru,23619358
1095590837536,Italy,56843400
257440000000,Argentina,34558114
5981244886,Bolivia,7418864
127131461119,Norway,4336613
22708673336,Ecuador,11196476
8243127522619,Europe,478351906
74669719504,Israel,5399000
458704213081,Korea,44641540
28448326795,Cuba,10853435
8085600000,El Salvador,5528012
56529904239,Venezuela,21726808
,Slovenia,1989443
12983235568,Guatemala,10106463
562261129868,China,1191835000
55154226759,Chile,13987999
246195171328,Belgium,10115603
2205966011811,Germany,81438348
14511134920,Dominican Republic,7753052
580863700,Belize,201678
529121577319,Spain,39294967
374291430318,Netherlands,15382838
896051854220,Southern Cone,216659447
156144903578,Denmark,5206180
103321570859,Finland,5088333
8414213048988,North America,384901570
226079963711,Sweden,8780745
17474647792,Uruguay,3201604
,Croatia,4650000
540874934,Guyana,723230
291913801052,Switzerland,6993795
2167564194,Haiti,7674911
4907861405,Jamaica,2460002
3432356578,Honduras,5455481
99698453260,Portugal,9991525
210615255918,Andean,100785045
47110688020,Central America,31719095
527318769550,Mexico,92663664
333014993709,India,942604211
1707630334091,LAC,460965532
1140489745944,United Kingdom,57865745
203044926876,Austria,7936118
81703496603,Colombia,36823539
7870982170,Paraguay,4651222
4850348016491,Japan,124961000
3863185119,Nicaragua,4520727
2151344808,Barbados,264015
