gdp,period,population
11644748743,2005-2008,7070104
4663193916,1997,5855946
8140271080,2003,6626304
3808500050,1986,4366401
4152499950,1987,4497875
3319000000,1984,4111369
3639499949,1985,4237436
2903500050,1982,3868296
3076999950,1983,3988371
2566000050,1980,3635862
2819500000,1981,3750843
6955255202,1999-2002,6306979
3970386396,1988,4631491
3563448310,1989,4766802
4034037162,1996,5724587
19380958759,2014,7961680
17710315005,2011,7621414
15839344591,2010,7503875
18496438641,2013,7849059
18528601901,2012,7736131
870249975,1971-1974,2888875
9672035709,2005,6880181
20152043003,2015,8075060
3729874987,1984-1987,4303270
3068444711,1991,5041050
3048896180,1990,4903363
3481990761,1993,5318042
3419487440,1992,5179557
3911053180,1995,5591136
3432356578,1994,5455481
2251499950,1979,3523283
1929499949,1978,3413426
1669499950,1977,3306988
1347999949,1976,3204883
1124000000,1975,3107735
1034500000,1974,3015606
912499950,1973,2928190
802999950,1972,2845260
731000000,1971,2766444
7776435881,2002,6499001
5372543554,1999,6114534
7105542971,2000,6243080
7566498402,2001,6371304
10841742347,2006,7007029
12275501784,2007,7133737
8772194250,2004,6753352
5202215657,1998,5985675
13789715132,2008,7259470
14587496229,2009,7383098
