gdp,country,population
2465773850934,Brazil,204259377
1837443486716,Canada,35155499
75783472870973,World,7147678465
5130909090,Suriname,533450
16663160000000,USA,316427395
27257411604,Trinidad & Tobago,1348240
44856189500,Panama,3805683
49236713603,Costa Rica,4706433
2808511203185,France,65972097
8431750000,Bahamas,377841
202028936209,Peru,30565461
2130330362918,Italy,60233948
623932049499,Argentina,42538304
30659338929,Bolivia,10399931
522746212765,Norway,5079623
94776170000,Ecuador,15661312
17928496371226,Europe,503795199
292408330563,Israel,8059500
1305604981271,Korea,50219669
77149700000,Cuba,11362505
24350900000,El Salvador,6089644
371336634589,Venezuela,30276045
47675792660,Slovenia,2059953
53851143340,Guatemala,15690793
9490602600148,China,1357380000
277078709134,Chile,17575833
521370527591,Belgium,11182817
3745317149399,Germany,82132753
61198323068,Dominican Republic,10281408
1625828100,Belize,344193
1369261671178,Spain,46620045
864169242952,Netherlands,16804432
3453281749422,Southern Cone,274247152
338927058604,Denmark,5614932
269980111642,Finland,5438972
19762436388532,North America,475323003
578742001487,Sweden,9600379
57531233351,Uruguay,3407969
57770884728,Croatia,4255689
2990006533,Guyana,761033
684919206141,Switzerland,8089346
8452718010,Haiti,10431249
14262303586,Jamaica,2714669
18496438641,Honduras,7849059
226073492966,Portugal,10457295
1078992961588,Andean,134245112
201666120196,Central America,44087258
1261832901816,Mexico,123740109
1863208343557,India,1279498874
6106944489293,LAC,601095197
2712296271989,United Kingdom,64128226
428698577647,Austria,8479375
380191881860,Colombia,47342363
28965906502,Paraguay,6465669
4908862837290,Japan,127338621
10874735110,Nicaragua,5945646
4281000000,Barbados,282503
