gdp,country,population
883199443413,Brazil,167893835
652825364726,Canada,29987200
30842049606172,World,5849858794
929607500,Suriname,461569
8608515000000,USA,272657000
5737751331,Trinidad & Tobago,1260677
10677104500,Panama,2852739
12828975924,Costa Rica,3682725
1460709148123,France,59964845
4961119000,Bahamas,286968
56833961486,Peru,24827409
1239050936221,Italy,56890372
292859000000,Argentina,35833965
7925673448,Bolivia,7870860
161354369892,Norway,4405157
28162053026,Ecuador,11924991
9156909852667,Europe,480837098
114543978662,Israel,5836000
560485235837,Korea,45953580
25366200000,Cuba,11000431
11134700000,El Salvador,5692300
85837385778,Venezuela,23108003
20749144657,Slovenia,1985956
17788559414,Guatemala,10871786
958159424835,China,1230075000
82808986191,Chile,14594070
254813937753,Belgium,10181245
2218689375140,Germany,82034771
19593916228,Dominican Republic,8163474
654314350,Belize,221608
588692045454,Spain,39582413
412199006098,Netherlands,15610650
1292802478112,Southern Cone,226573230
173537588008,Denmark,5284991
126833123353,Finland,5139835
9741895012155,North America,400570025
264477727278,Sweden,8846062
23969823010,Uruguay,3271014
23822087053,Croatia,4572000
749138009,Guyana,733854
286604024805,Switzerland,7088906
3338897647,Haiti,8111954
7450324787,Jamaica,2534069
4663193916,Honduras,5855946
117046198970,Portugal,10108977
285418581703,Andean,106376672
61482499345,Central America,33742137
480554647428,Mexico,97925825
423160799040,India,997817250
2156379096585,LAC,484688038
1446444007858,United Kingdom,58316954
212323463750,Austria,7968041
106659507963,Colombia,38645409
9965225496,Paraguay,4980346
4324278106865,Japan,126057000
4389965590,Nicaragua,4786641
2549097488,Barbados,266944
