gdp,country,population
224969488835,Brazil,119341444
243072102185,Canada,24277000
9320276666261,World,4335889020
783000000,Suriname,362137
2632143000000,USA,225055000
4602416442,Trinidad & Tobago,1069199
2984909200,Panama,1931393
4035519466,Costa Rica,2326708
615834104224,France,55130594
1139800100,Bahamas,206038
15542640785,Peru,16924758
392378586343,Italy,56317749
69252328953,Argentina,27684530
4421343606,Bolivia,5469123
53132244623,Norway,4072517
14175166007,Ecuador,7772652
3251270424669,Europe,457927335
17511335262,Israel,3786000
69731818181,Korea,37534236
19584443219,Cuba,9777287
3463639900,El Salvador,4498757
55750554788,Venezuela,14931741
,Slovenia,1882599
6902600200,Guatemala,6933492
176856525405,China,969005000
20729772209,Chile,11070198
116938177352,Belgium,9848382
878010536975,Germany,78126350
5498800100,Dominican Republic,5675930
151800000,Belize,141308
214019077342,Spain,37201123
177376289135,Netherlands,14038270
325267899155,Southern Cone,164086672
70309794677,Denmark,5116801
44498283620,Finland,4764690
3009755424478,North America,317020533
121646718574,Sweden,8293678
7181185277,Uruguay,2896021
,Croatia,4571000
530439999,Guyana,781677
,Switzerland,6294365
,Haiti,5566265
2425064204,Jamaica,2104141
2251499950,Honduras,3523283
26625439344,Portugal,9661265
117830094548,Andean,72211784
21205768698,Central America,22370989
134540322292,Mexico,67688533
155674337010,India,681358553
611370365442,LAC,340773513
438994070309,United Kingdom,56246951
73759181883,Austria,7549425
27940389361,Colombia,27113510
3135123879,Paraguay,3094479
1037452649454,Japan,115870000
1567599981,Nicaragua,3157356
,Barbados,251176
