gdp,country,population
602860000000,Brazil,152916852
610328183643,Canada,28171682
23511920710577,World,5349382778
448300000,Suriname,416068
6174043000000,USA,252981000
5203223529,Trinidad & Tobago,1229906
6185922999,Panama,2522901
7162546761,Costa Rica,3175654
1275563306592,France,58559312
3111160000,Bahamas,261117
33752717958,Peru,22283130
1242109402060,Italy,56758521
189719984268,Argentina,33193920
5343274311,Bolivia,6992521
121872464483,Norway,4261732
16988535267,Ecuador,10460988
7812841672438,Europe,474432970
59170286560,Israel,4949000
332324538078,Korea,43295704
24317883624,Cuba,10664577
5311000000,El Salvador,5321576
51734363023,Venezuela,20332247
,Slovenia,1999429
9406097735,Guatemala,9385000
381454703832,China,1150780000
36424168146,Chile,13354054
211638016538,Belgium,10004486
1861873895109,Germany,80013896
9724402004,Dominican Republic,7325622
444720750,Belize,191127
575598537069,Spain,38939049
323320449905,Netherlands,15069798
847194491332,Southern Cone,206920276
138964910325,Denmark,5154298
127866490222,Finland,5013740
7098825079254,North America,368499890
270362531376,Sweden,8617375
11205971155,Uruguay,3132048
,Croatia,4510000
336708419,Guyana,717502
260459896582,Switzerland,6799978
3473540601,Haiti,7243391
4071219198,Jamaica,2406042
3068444711,Honduras,5041050
89242382961,Portugal,9960235
149058441939,Andean,94985656
32622816332,Central America,29682986
314453895611,Mexico,87347208
274842161318,India,888513869
1365802030550,LAC,437141087
1142797178130,United Kingdom,57424897
173375508073,Austria,7754891
41239551378,Colombia,34916770
6984367762,Paraguay,4323402
3536800942895,Japan,123921000
1488804123,Nicaragua,4236805
2020583614,Barbados,261281
