gdp,period,population
1374720394131,2005-2008,32754051
652825364726,1997,29987200
892380986367,2003,31676000
377437927311,1986,26204000
431316742081,1987,26550000
355372558103,1984,25702000
364756499450,1985,25942000
313506525087,1982,25202000
340547711781,1983,25456000
273853826377,1980,24593000
306214863624,1981,24900000
728176639857,1999-2002,30928200
507354351182,1988,26895000
565055743243,1989,27379000
628546387972,1996,29671900
1783775590895,2014,35543658
1788703385548,2011,34342780
1613406134731,2010,34005274
1837443486716,2013,35155499
1824288757447,2012,34751476
126021334832,1971-1974,22195665
1169357979864,2005,32312000
1550536520141,2015,35851774
382220931736,1984-1987,26099500
610328183643,1991,28171682
593929550908,1990,27791000
577170761956,1993,28833410
592387689252,1992,28519597
604031623433,1995,29354000
578139279437,1994,29111906
243072102185,1979,24277000
218632867449,1978,24036000
211612156934,1977,23796000
206575564401,1976,23518000
173834029787,1975,23209000
160408697648,1974,22774087
131321859214,1973,22369408
113082820992,1972,21993631
99271961477,1971,21645535
757950678646,2002,31362000
676082654640,1999,30499200
742293448252,2000,30769700
736379777892,2001,31081900
1315415197461,2006,32570505
1464977190205,2007,32887928
1023196003074,2004,31995000
631813279406,1998,30247900
1549131208997,2008,33245773
1371153004986,2009,33628571
