gdp,country,population
105136007528,Brazil,105846274
160408697648,Canada,22774087
4957834999194,World,3968315916
368600000,Suriname,365104
1548825000000,USA,213854000
2042002018,Trinidad & Tobago,997052
1743976500,Panama,1699114
1666544790,Costa Rica,2045580
286526186579,France,53882416
632399999,Bahamas,185097
13490954944,Peru,14832839
198906211372,Italy,55110868
72436777342,Argentina,25644505
2100249875,Bolivia,4902173
27145693810,Norway,3985258
6599259420,Ecuador,6798205
1588086099343,Europe,447759892
12567588803,Israel,3377000
20426484040,Korea,34692266
11405957363,Cuba,9315371
1665880000,El Salvador,4053958
29087099933,Venezuela,12994025
,Slovenia,1776132
3161499900,Guatemala,6069077
142254742077,China,900350000
15535549759,Chile,10255074
56333063690,Belgium,9772419
443618642959,Germany,78967433
2925600000,Dominican Republic,5019471
103216371,Belize,131306
97009800115,Spain,35154338
86129928026,Netherlands,13545056
198398163293,Southern Cone,147293445
33900564767,Denmark,5045297
24867278714,Finland,4690574
1781210240575,North America,295718582
65082581294,Sweden,8159955
4090209681,Uruguay,2824069
,Croatia,4497000
433954536,Guyana,730227
,Switzerland,6341405
,Haiti,5047948
2375122420,Jamaica,1985852
1034500000,Honduras,3015606
17514112075,Portugal,8754365
63647609579,Andean,63735264
10793801201,Central America,19595182
71976542927,Mexico,59090495
101271489826,India,607446519
352158841440,LAC,302764709
206131369798,United Kingdom,56229974
35104529078,Austria,7599038
12370045405,Colombia,24208022
1199618980,Paraguay,2723523
471643172433,Japan,110162000
1521400011,Nicaragua,2711847
,Barbados,244539
