gdp,country,population
203304515490,Brazil,131014337
340547711781,Canada,25456000
11071896510799,World,4650910547
883600000,Suriname,365242
3638137000000,USA,233792000
7763749691,Trinidad & Tobago,1138673
5179623899,Panama,2121921
3976453953,Costa Rica,2589932
561852138738,France,56156284
1732800000,Bahamas,225185
16885668785,Peru,18660443
441580964558,Italy,56564074
103979106777,Argentina,29454739
5422656261,Bolivia,5959962
61627240831,Norway,4128432
17152483214,Ecuador,8606214
3079604313248,Europe,463760741
27435501409,Israel,4105000
90524009023,Korea,39910403
22205716020,Cuba,9966733
3506347800,El Salvador,4789472
78586503425,Venezuela,16617343
,Slovenia,1922321
9050000400,Guatemala,7710142
228950200773,China,1023310000
19770402076,Chile,11742057
87650998816,Belgium,9855520
767768378016,Germany,78128282
8622000100,Dominican Republic,6214857
189000000,Belize,155820
170486866357,Spain,38122429
151487045479,Netherlands,14367070
337393738143,Southern Cone,178650390
60188398261,Denmark,5114297
51014090520,Finland,4855787
4127551623716,North America,333381377
103533702638,Sweden,8329033
5102281255,Uruguay,2973461
,Croatia,4659000
489333333,Guyana,780367
111035571006,Switzerland,6418773
,Haiti,6096690
3619262273,Jamaica,2240800
3076999950,Honduras,3988371
27242331885,Portugal,9957865
156777134469,Andean,79531058
27542526061,Central America,24727773
148866911934,Mexico,74133377
222090283347,India,747374856
690585322673,LAC,372733618
489618008185,United Kingdom,56332848
71947277233,Austria,7561910
38729822781,Colombia,29687096
5237432542,Paraguay,3465796
1218106450431,Japan,119259000
2753100057,Nicaragua,3527935
1236016453,Barbados,254515
