gdp,country,population
1695824517395,Brazil,194769696
1549131208997,Canada,33245773
62546522662128,World,6735239086
3532969034,Suriname,506657
14718582000000,USA,304093966
27870257894,Trinidad & Tobago,1315372
24522200000,Panama,3498679
29837895769,Costa Rica,4429506
2923465651091,France,64374990
8246649999,Bahamas,348587
121572308718,Peru,28642048
2390729210487,Italy,58826731
403781994527,Argentina,40381860
16674324634,Bolivia,9599916
461946808510,Norway,4768212
61762635000,Ecuador,14447600
18958652997084,Europe,497369417
216760312151,Israel,7308800
1002219052967,Korea,48948698
60806300000,Cuba,11290239
21431000000,El Salvador,6004199
315600203539,Venezuela,28116716
55589863776,Slovenia,2021316
39136436553,Guatemala,14106687
4558431073438,China,1324655000
179626674542,Chile,16645940
518626043650,Belgium,10709973
3752365607148,Germany,82110097
48152993004,Dominican Republic,9636491
1368625150,Belize,306165
1634989014208,Spain,45954106
936228211513,Netherlands,16445593
2328103530337,Southern Cone,261195459
352591553716,Denmark,5493621
283742493042,Finland,5313399
17368988487665,North America,452312560
513965650650,Sweden,9219637
30366213118,Uruguay,3350832
70481451814,Croatia,4434508
1922598121,Guyana,748096
551546962699,Switzerland,7647675
6548530572,Haiti,9705130
13678551837,Jamaica,2671934
13789715132,Honduras,7259470
262007590449,Portugal,10558177
759591909763,Andean,125707940
137208636183,Central America,40893065
1101275278668,Mexico,114972821
1224097069459,India,1197070109
4422429688261,LAC,566098212
2793376838235,United Kingdom,61806995
427611527757,Austria,8321496
243982437870,Colombia,44901660
18504130752,Paraguay,6047131
4849184641953,Japan,128063000
8491388728,Nicaragua,5594524
4595000000,Barbados,277315
