gdp,country,population
891629970423,Brazil,188479240
1169357979864,Canada,32312000
46674479613690,World,6491167786
1793776693,Suriname,491999
13093726000000,USA,295516599
15982282467,Trinidad & Tobago,1296933
16374277899,Panama,3319301
19964925502,Costa Rica,4247843
2203678646934,France,63179356
7706221999,Bahamas,329243
74947898079,Peru,27610406
1852661936077,Italy,57969484
220813784300,Argentina,39145491
9549077869,Bolivia,9125405
308722079937,Norway,4623291
41507085000,Ecuador,13735232
14288595362457,Europe,491758867
142837533703,Israel,6930100
898137194716,Korea,48138077
42644200000,Cuba,11261052
17093800000,El Salvador,5947206
145513489651,Venezuela,26769115
36346971769,Slovenia,2000474
27211377220,Guatemala,13183505
2268598904116,China,1303720000
124404150138,Chile,16096571
387365999253,Belgium,10478617
2861410272354,Germany,82469422
34004081037,Dominican Republic,9237565
1114202700,Belize,283279
1157276458151,Spain,43653155
678533764457,Netherlands,16319868
1262945416355,Southern Cone,252842403
264559522419,Denmark,5419432
204436015420,Finland,5246096
15129430463549,North America,437576505
389042298376,Sweden,9029572
17362857683,Uruguay,3325608
45416076680,Croatia,4442000
824880550,Guyana,742495
407535656039,Switzerland,7437115
4310358095,Haiti,9263409
11204416000,Jamaica,2643601
9672035709,Honduras,6880181
197304513120,Portugal,10503330
418083816911,Andean,120525794
96637751944,Central America,38957363
866346483685,Mexico,109747906
834214699568,India,1144326293
2709514606497,LAC,544514974
2418941818181,United Kingdom,60401206
314648986444,Austria,8227829
146566266310,Colombia,43285636
8734653809,Paraguay,5795493
4571867441130,Japan,127773000
6321335612,Nicaragua,5379327
3897500000,Barbados,274013
