gdp,period,population
157945778509,2005-2008,16371235
82808986191,1997,14594070
77840186384,2003,15729268
17722536671,1986,12304203
20902096531,1987,12507488
19232737055,1984,11921407
16486012247,1985,12108576
24339421604,1982,11569135
19770402076,1983,11742057
27572307600,1980,11234340
32644872979,1981,11400489
73911366944,1999-2002,15263460
24640912615,1988,12716508
28385038396,1989,12928491
75769008174,1996,14396020
258733363811,2014,17762647
250832362674,2011,17201305
217538271334,2010,17015048
277078709134,2013,17575833
265231582123,2012,17388437
13537523057,1971-1974,10000147
124404150138,2005,16096571
240215707927,2015,17948141
18585845626,1984-1987,12210418
36424168146,1991,13354054
31558927517,1990,13141202
47693992626,1993,13778676
44467946384,1992,13566942
71349202308,1995,14193986
55154226759,1994,13987999
20729772209,1979,11070198
15399431310,1978,10907901
13359145454,1977,10746328
9857547846,1976,10584237
7226476863,1975,10420590
15535549759,1974,10255074
16387455086,1973,10087377
11532517864,1972,9916558
10694569522,1971,9741579
70984568428,2002,15544554
72995286764,1999,14980484
79328640263,2000,15170387
72336972322,2001,15358418
154671012210,2006,16279728
173081277147,2007,16462701
100630707851,2004,15913119
79373597080,1998,14788609
179626674542,2008,16645940
171956955710,2009,16829957
