gdp,country,population
655421153320,Brazil,175786441
742293448252,Canada,30769700
32900194043803,World,6093201745
892164393,Suriname,480751
10284779000000,USA,282162411
8154338232,Trinidad & Tobago,1267980
12303975900,Panama,3028751
15946443103,Costa Rica,3925450
1368438363736,France,60912498
6327551999,Bahamas,297891
50980861887,Peru,25914875
1141760021927,Italy,56942108
284203750000,Argentina,37057453
8397912509,Bolivia,8339512
171315639982,Norway,4490967
18327764882,Ecuador,12628596
8796312441785,Europe,483439459
132396684080,Israel,6289000
561633037419,Korea,47008111
30565200000,Cuba,11116787
13134100000,El Salvador,5811836
117147614565,Venezuela,24481477
20342197589,Slovenia,1988925
19290566570,Guatemala,11688660
1205260678391,China,1262645000
79328640263,Chile,15170387
237904919845,Belgium,10251250
1949953934033,Germany,82211508
23996100575,Dominican Republic,8562623
832072450,Belize,247312
595402616546,Spain,40263216
412807259996,Netherlands,15925513
1049972792616,Southern Cone,236638226
164158800460,Denmark,5339616
125539893126,Finland,5176209
11710720429035,North America,415740701
259802012617,Sweden,8872109
22823255801,Uruguay,3321242
21774273832,Croatia,4426000
712667896,Guyana,742218
271659728209,Switzerland,7184250
3953846310,Haiti,8549202
8929375580,Jamaica,2589389
7105542971,Honduras,6243080
118358489957,Portugal,10289898
294740731419,Andean,111768419
72887957551,Central America,35724569
683647980782,Mexico,102808590
476609148165,India,1053481072
2146283123070,LAC,507908998
1554801028899,United Kingdom,58892514
196421706283,Austria,8011566
99886577575,Colombia,40403959
8195993230,Paraguay,5302703
4731198760271,Japan,126843000
5107329007,Nicaragua,5026792
3121500000,Barbados,269838
