gdp,period,population
190138836229,2005-2008,44099421
106659507963,1997,38645409
94684582573,2003,42152147
34942483688,1986,31669780
36373312082,1987,32324326
38253120737,1984,30350082
34894419525,1985,31011686
38968019453,1982,29027158
38729822781,1983,29687096
33400712095,1980,27737905
36388389129,1981,28375995
95552417870,1999-2002,40696160
39212545681,1988,32975533
39540083645,1989,33624442
97160111573,1996,38049040
378416020533,2014,47791393
335415156702,2011,46406446
287018184637,2010,45918101
380191881860,2013,47342363
369659700375,2012,46881018
9794389959,1971-1974,23410329
146566266310,2005,43285636
292080155633,2015,48228704
36115834008,1984-1987,31338968
41239551378,1991,34916770
40274204595,1990,34271563
55802540100,1993,36195170
49279585355,1992,35558683
92507277798,1995,37441980
81703496603,1994,36823539
27940389361,1979,27113510
23263511958,1978,26502172
19470978268,1977,25905124
15341403660,1976,25323412
13098633901,1975,24756969
12370045405,1974,24208022
10315774588,1973,23674505
8671371951,1972,23146803
7820367892,1971,22611988
97933392356,2002,41572493
86186156584,1999,39819279
99886577575,2000,40403959
98203544965,2001,40988909
162590146096,2006,43835744
207416494642,2007,44374647
117074865515,2004,42724157
98443743190,1998,39234059
243982437870,2008,44901660
233821670544,2009,45416276
