gdp,country,population
425595310000,Brazil,147801816
565055743243,Canada,27379000
19756324516323,World,5165485161
542520000,Suriname,400133
5657693000000,USA,246819000
4323058823,Trinidad & Tobago,1213625
5174965100,Panama,2419618
6866402028,Costa Rica,3018953
1030122352457,France,58182702
3062000000,Bahamas,251855
21902935995,Peru,21368856
925598071408,Italy,56671781
76636898036,Argentina,32263559
4715978868,Bolivia,6723046
102633789557,Norway,4226901
13890828707,Ecuador,9977380
5948088360416,Europe,471588806
44599772789,Israel,4518000
248768504452,Korea,42449038
27025200369,Cuba,10486110
4372215300,El Salvador,5184221
42142303738,Venezuela,19388262
,Slovenia,1996351
8410724406,Guatemala,8940285
345957485871,China,1118650000
28385038396,Chile,12928491
165100250614,Belgium,9937697
1393674332154,Germany,78751283
6686592728,Dominican Republic,7042940
363150000,Belize,183470
413630538018,Spain,38791473
255039560739,Netherlands,14848907
543656168527,Southern Cone,200186760
111886844190,Denmark,5132594
119064708327,Finland,4964371
6445725785589,North America,358099643
214875344909,Sweden,8492964
8438951476,Uruguay,3088985
,Croatia,4767000
379779379,Guyana,726237
201572650956,Switzerland,6646912
,Haiti,6956301
4404938021,Jamaica,2374900
3563448310,Honduras,4766802
60600056659,Portugal,10005000
122192130955,Andean,91081986
29400939900,Central America,28385141
222977042346,Mexico,83901643
301233728792,India,852736160
933640871303,LAC,421143296
926884816753,United Kingdom,57076711
132785154342,Austria,7619567
39540083645,Colombia,33624442
4599970618,Paraguay,4103909
3017052046398,Japan,123116000
1013184755,Nicaragua,4055262
2006165080,Barbados,259454
