gdp,country,population
2417046323841,Brazil,206077898
1783775590895,Canada,35543658
76807090092751,World,7232206076
5210303030,Suriname,538248
17348071500000,USA,318907401
28874122633,Trinidad & Tobago,1354483
49165773100,Panama,3867535
49552639049,Costa Rica,4757606
2829192039171,France,66495940
8510500000,Bahamas,383054
202855201908,Peru,30973148
2138540909211,Italy,60789140
548054865646,Argentina,42980026
32996187988,Bolivia,10561887
500519016133,Norway,5137232
100917372000,Ecuador,15902916
18449681180837,Europe,504106346
305674837195,Israel,8215700
1411333926201,Korea,50423955
,Cuba,11379111
25054200000,El Salvador,6107706
,Venezuela,30693827
49491396798,Slovenia,2061980
58722323918,Guatemala,16015494
10351111762216,China,1364270000
258733363811,Chile,17762647
531234803749,Belgium,11231213
3868291231823,Germany,80982500
63968906782,Dominican Republic,10405943
1717861750,Belize,351706
1381342101735,Spain,46480882
879319321494,Netherlands,16865008
3311951486979,Southern Cone,276792605
346119472127,Denmark,5643475
272335981538,Finland,5461512
20429692613408,North America,479836892
571100683085,Sweden,9696110
57235766827,Uruguay,3419516
57136241867,Croatia,4238389
3077086275,Guyana,763893
701037135966,Switzerland,8188649
8776370457,Haiti,10572029
13927110141,Jamaica,2720554
19380958759,Honduras,7961680
230116913840,Portugal,10401062
715184782430,Andean,135923171
213666116582,Central America,44723934
1297845522512,Mexico,125385833
2042438591343,India,1295291543
5654194418519,LAC,607878552
2990201431078,United Kingdom,64613160
436887543466,Austria,8541575
378416020533,Colombia,47791393
30881166852,Paraguay,6552518
4596156556721,Japan,127131800
11790221756,Nicaragua,6013913
4354500000,Barbados,283380
