gdp,country,population
294084112392,Brazil,142437479
431316742081,Canada,26550000
16391163223888,World,4988096471
979850000,Suriname,383916
4870217000000,USA,242289000
4797777904,Trinidad & Tobago,1195243
5969924500,Panama,2318444
5841132961,Costa Rica,2872214
938368438284,France,57482591
2713999900,Bahamas,243391
20153333842,Peru,20451712
803055421720,Italy,56601931
111106191358,Argentina,31326473
4347956298,Bolivia,6464736
94230055658,Norway,4186905
13945431882,Ecuador,9504132
5223388597029,Europe,468490098
35476344261,Israel,4369000
150986906889,Korea,41621690
25213614325,Cuba,10269276
3958045800,El Salvador,5051885
45343793675,Venezuela,18437737
,Slovenia,1989776
7084399840,Guatemala,8523785
271349773463,China,1084035000
20902096531,Chile,12507488
150194219665,Belgium,9870234
1293264353318,Germany,77839920
5827050857,Dominican Republic,6764623
276550000,Belize,174326
317882187036,Spain,38630820
241918791122,Netherlands,14665037
437238210743,Southern Cone,193206835
109150052132,Denmark,5127024
91642093872,Finland,4932123
5441797416005,North America,349410067
180429286795,Sweden,8397804
7367494080,Uruguay,3049962
,Croatia,4740000
354591840,Guyana,745149
192981619165,Switzerland,6545106
,Haiti,6670566
3287007227,Jamaica,2350600
4152499950,Honduras,4497875
48187667852,Portugal,10030031
120163827781,Andean,87182643
30857203169,Central America,27147143
140263673924,Mexico,80571067
283926977522,India,817232241
742434751608,LAC,405088720
745162608269,United Kingdom,56802050
123869321397,Austria,7574586
36373312082,Colombia,32324326
3778316380,Paraguay,3885433
2485236197212,Japan,122091000
3851200117,Nicaragua,3882940
1704370234,Barbados,257609
