gdp,country,population
437798577639,Brazil,157812220
577170761956,Canada,28833410
25422209644771,World,5516822896
428794117,Suriname,430901
6878718000000,USA,259919000
4581357104,Trinidad & Tobago,1244410
7679277700,Panama,2628511
9638291586,Costa Rica,3341005
1330094973361,France,59106766
3092000000,Bahamas,271165
34225818611,Peru,23184222
1061445229481,Italy,56831821
236741715015,Argentina,34110912
5734676560,Bolivia,7273824
120579072750,Norway,4311991
18938717358,Ecuador,10951200
7762672111384,Europe,477280881
65925583866,Israel,5261000
391963073243,Korea,44194628
22367254851,Cuba,10797556
6938000000,El Salvador,5461834
58107555298,Venezuela,21263994
,Slovenia,1991746
11399942453,Guatemala,9860063
442874596387,China,1178440000
47693992626,Chile,13778676
225924893540,Belgium,10084475
2068555542410,Germany,81156363
12976408000,Dominican Republic,7611463
559858250,Belize,197615
523649481762,Spain,39189400
349037818106,Netherlands,15290368
744485925420,Southern Cone,213421866
142962900445,Denmark,5188628
89255751014,Finland,5066447
7959851576508,North America,379639507
209950792712,Sweden,8718561
15002106518,Uruguay,3178156
,Croatia,4640000
442273433,Guyana,719910
263691005481,Switzerland,6938265
1878248741,Haiti,7530703
4859766160,Jamaica,2441024
3481990761,Honduras,5318042
95019103603,Portugal,9964675
172809307930,Andean,98868410
40893956749,Central America,31036032
503962814551,Mexico,90887097
284194018792,India,924475633
1486447784658,LAC,453041005
1061388722255,United Kingdom,57718614
189921096652,Austria,7905633
55802540100,Colombia,36195170
7249533620,Paraguay,4541902
4414962786901,Japan,124536000
1756454248,Nicaragua,4426577
2063342027,Barbados,263091
