gdp,country,population
1107640325472,Brazil,190698241
1315415197461,Canada,32570505
50589150236256,World,6571835561
2626380435,Suriname,495953
13855888000000,USA,298379912
18369070082,Trinidad & Tobago,1303141
18144936600,Panama,3378600
22526463618,Costa Rica,4308790
2325011918203,France,63621376
7965588000,Bahamas,335801
87862091339,Peru,27949958
1942633841801,Italy,58143979
262666517346,Argentina,39558750
11451869164,Bolivia,9283345
345424664369,Norway,4660677
46802044000,Ecuador,13967490
15244676895784,Europe,493634489
154511423313,Israel,7053700
1011797457138,Korea,48371946
52742100000,Cuba,11275199
18550700000,El Salvador,5967556
183477522123,Venezuela,27221228
39587730523,Slovenia,2006868
30231249362,Guatemala,13490041
2729784031906,China,1311020000
154671012210,Chile,16279728
409813072387,Belgium,10547958
3002446368084,Germany,82376451
35952890849,Dominican Republic,9371333
1217442150,Belize,290751
1264551499184,Spain,44397319
726649102998,Netherlands,16346101
1555203470916,Southern Cone,255750557
282961088316,Denmark,5437272
216552502822,Finland,5266268
16136584388833,North America,442333274
420032121655,Sweden,9080505
19579457966,Uruguay,3331041
50453577898,Croatia,4440000
1458446872,Guyana,743705
429195591242,Switzerland,7483934
4757289751,Haiti,9409479
11905525197,Jamaica,2653042
10841742347,Honduras,7007029
208566948939,Portugal,10522288
492183672724,Andean,122257765
107081386566,Central America,39602233
965281191371,Mexico,111382857
949116769619,India,1162088305
3190734497459,LAC,551730407
2588077276908,United Kingdom,60846820
334309371471,Austria,8268641
162590146096,Colombia,43835744
10646157920,Paraguay,5882797
4356750212598,Japan,127854000
6786294637,Nicaragua,5450217
4303500000,Barbados,275040
